protein,gene_id,human_orth_id,human_pident,human_evalue,human_score,dog_orth_id,dog_pident,dog_evalue,dog_score,pig_orth_id,pig_pident,pig_evalue,pig_score,ferret_orth_id,ferret_pident,ferret_evalue,ferret_score
XP_012919879.1,PLCXD1,,,,,,,,,,,,,ENSMPUP00000001528,100,4.10e-17,90.9
XP_012919883.1,PLCXD1,,,,,,,,,,,,,ENSMPUP00000001528,100,1.18e-245,674
XP_012919889.1,DHRSX,,,,,,,,,,,,,ENSMPUP00000001178,99.2,1.59e-193,540
XP_012919892.2,ASMTL,,,,,,,,,,,,,ENSMPUP00000001199,99.6,0.0,957
XP_012919894.1,LOC101683998,,,,,,,,,,,,,ENSMPUP00000001222,100,3.53e-266,738
XP_012919895.1,LOC101683998,,,,,,,,,,,,,ENSMPUP00000001222,98.9,9.12e-261,724
XP_012919896.1,LOC101683998,,,,,,,,,,,,,ENSMPUP00000001222,100,6.96e-284,781
XP_012919897.1,LOC101683998,,,,,,,,,,,,,ENSMPUP00000001222,100,6.96e-284,781
XP_012919898.1,LOC101683998,,,,,,,,,,,,,ENSMPUP00000001222,100,5.14e-289,790
XP_012919901.1,IL3RA,,,,,,,,,,,,,ENSMPUP00000001213,96.7,4.73e-264,727
XP_012919902.1,IL3RA,,,,,,,,,,,,,ENSMPUP00000001213,96.7,4.73e-264,727
XP_012919903.1,IL3RA,,,,,,,,,,,,,ENSMPUP00000001213,98.8,4.55e-243,670
XP_012919904.2,GYG2,,,,,,,,,,,,,ENSMPUP00000001157,91.9,5.42e-295,806
XP_012919905.1,GYG2,,,,,,,,,,,,,ENSMPUP00000001157,84.1,1.87e-265,730
XP_012919907.1,NLGN4X,ENSP00000370485,98.8,0.0,1649,,,,,ENSSSCP00000012878,98.0,0.0,1638,ENSMPUP00000001083,100,0.0,1660
XP_012919920.2,LOC101686332,,,,,,,,,,,,,ENSMPUP00000019681,99.1,5.87e-74,229
XP_012919922.1,LPCAT1,,,,,,,,,,,,,ENSMPUP00000007607,99.8,0.0,983
XP_012919924.1,LPCAT1,,,,,,,,,,,,,ENSMPUP00000007607,100,0.0,1021
XP_012919927.1,LPCAT1,,,,,,,,,,,,,ENSMPUP00000007607,100,0.0,976
XP_012919947.2,PLEKHG4B,,,,,,,,,,,,,ENSMPUP00000010272,70.5,0.0,2031
XP_012919948.2,PLEKHG4B,,,,,,,,,,,,,ENSMPUP00000010272,67.3,0.0,1734
XP_012919958.2,TERT,,,,,,,,,,,,,ENSMPUP00000008847,99.9,0.0,1611
XP_012919969.1,ELF2,,,,,ENSCAFP00000005573,96.3,0.0,956,,,,,,,,
XP_012919970.1,ELF2,,,,,,,,,,,,,ENSMPUP00000016028,96.1,0.0,916
XP_012919971.2,NAA15,ENSP00000296543,99.1,0.0,1652,ENSCAFP00000005555,99.5,0.0,1624,ENSSSCP00000009670,99.2,0.0,1647,ENSMPUP00000016019,100,0.0,1667
XP_012919973.1,IL15,,,,,,,,,,,,,ENSMPUP00000015989,100,8.27e-111,318
XP_012919975.1,IL15,,,,,,,,,,,,,ENSMPUP00000015989,100,8.27e-111,318
XP_012919976.1,ZNF330,ENSP00000262990,96.9,3.25e-225,621,ENSCAFP00000005413,98.4,1.38e-226,624,,,,,ENSMPUP00000015991,100,2.60e-231,636
XP_012919982.2,NDUFAF6,,,,,,,,,ENSSSCP00000006504,91.4,3.72e-220,609,,,,
XP_012919991.2,RBM12B,,,,,,,,,,,,,ENSMPUP00000018518,99.2,0.0,1269
XP_012919992.2,RBM12B,,,,,,,,,,,,,ENSMPUP00000018518,99.2,0.0,1269
XP_012919994.2,RBM12B,,,,,,,,,,,,,ENSMPUP00000018518,99.2,0.0,1269
XP_012919995.2,RBM12B,,,,,,,,,,,,,ENSMPUP00000018518,99.2,0.0,1269
XP_012919996.1,CIBAR1,,,,,,,,,,,,,ENSMPUP00000009036,87.5,8.13e-157,444
XP_012919997.1,CIBAR1,,,,,,,,,,,,,ENSMPUP00000009036,86.5,1.68e-153,435
XP_012920000.1,INTS8,ENSP00000430338,98.0,0.0,1823,,,,,ENSSSCP00000006507,98.4,0.0,1823,ENSMPUP00000008746,100,0.0,1847
XP_012920001.1,INTS8,ENSP00000430338,97.9,0.0,1776,,,,,ENSSSCP00000006507,98.4,0.0,1777,ENSMPUP00000008746,100,0.0,1800
XP_012920004.1,MTERF3,,,,,,,,,,,,,ENSMPUP00000008688,100,9.62e-260,716
XP_012920007.1,OTUD6B,,,,,,,,,,,,,ENSMPUP00000009117,91.7,4.04e-198,551
XP_012920008.1,OTUD6B,,,,,,,,,,,,,ENSMPUP00000009117,99.5,1.31e-129,374
XP_012920011.2,IFFO2,ENSP00000387941,96.1,0.0,917,,,,,ENSSSCP00000025566,96.3,0.0,912,,,,
XP_012920014.1,TRIQK,,,,,,,,,,,,,ENSMPUP00000009049,100,8.51e-50,158
XP_012920019.1,TSPYL5,,,,,,,,,,,,,ENSMPUP00000018513,100,1.18e-275,756
XP_012920020.1,TSPYL5,,,,,,,,,,,,,ENSMPUP00000018513,100,1.18e-275,756
XP_012920023.1,CFAP418,,,,,,,,,,,,,ENSMPUP00000008718,91.2,1.57e-149,421
XP_012920033.2,KLHL21,ENSP00000366886,97.2,0.0,1109,ENSCAFP00000029015,99.2,0.0,1134,,,,,,,,
XP_012920041.1,RERE,,,,,,,,,,,,,ENSMPUP00000006347,99.8,0.0,2394
XP_012920042.1,RERE,,,,,,,,,,,,,ENSMPUP00000006347,97.1,0.0,2284
XP_012920043.1,SLC45A1,,,,,,,,,,,,,ENSMPUP00000006501,100,0.0,1352
XP_012920047.1,PIK3CD,,,,,ENSCAFP00000029210,98.4,0.0,2059,ENSSSCP00000030105,97.4,0.0,2041,ENSMPUP00000006192,100,0.0,2091
XP_012920048.1,PIK3CD,,,,,ENSCAFP00000029210,98.4,0.0,2059,ENSSSCP00000030105,97.4,0.0,2041,ENSMPUP00000006192,100,0.0,2091
XP_012920065.1,CALML6,,,,,,,,,,,,,ENSMPUP00000007945,100,2.92e-108,311
XP_012920073.2,PRDM16,,,,,ENSCAFP00000028796,93.1,0.0,1705,,,,,ENSMPUP00000007423,99.8,0.0,1664
XP_012920074.2,PRDM16,,,,,ENSCAFP00000028796,93.0,0.0,1699,,,,,ENSMPUP00000007423,99.7,0.0,1658
XP_012920078.2,PRDM16,,,,,,,,,,,,,ENSMPUP00000007423,100,0.0,1669
XP_012920081.1,RNF207,,,,,,,,,,,,,ENSMPUP00000006972,83.4,0.0,1064
XP_012920082.1,RNF207,,,,,,,,,,,,,ENSMPUP00000006972,81.6,0.0,932
XP_012920083.1,RNF207,,,,,,,,,,,,,ENSMPUP00000006972,81.6,0.0,932
XP_012920084.1,RNF207,,,,,,,,,,,,,ENSMPUP00000006972,76.4,0.0,895
XP_012920085.1,RNF207,,,,,,,,,,,,,ENSMPUP00000006972,82.5,0.0,983
XP_012920086.2,SRM,,,,,,,,,,,,,ENSMPUP00000016331,98.7,4.98e-220,606
XP_012920088.1,RNF207,,,,,,,,,,,,,ENSMPUP00000006972,99.6,4.55e-316,875
XP_012920103.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,1.35e-213,678
XP_012920105.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,89.7,1.58e-197,634
XP_012920106.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,4.84e-214,678
XP_012920107.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,4.84e-214,678
XP_012920108.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,4.84e-214,678
XP_012920110.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,4.88e-99,359
XP_012920111.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,92.8,3.02e-199,638
XP_012920112.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,1.70e-214,678
XP_012920113.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,1.70e-214,678
XP_012920115.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,5.65e-215,678
XP_012920116.2,MEGF6,,,,,,,,,,,,,ENSMPUP00000007389,100,4.73e-115,405
XP_012920126.1,LOC101678627,ENSP00000330221,98.5,3.75e-205,566,ENSCAFP00000029203,98.9,4.56e-206,568,,,,,ENSMPUP00000006233,100,1.93e-207,572
XP_012920127.1,LOC101678627,ENSP00000330221,98.5,3.75e-205,566,ENSCAFP00000029203,98.9,4.56e-206,568,,,,,ENSMPUP00000006233,100,1.93e-207,572
XP_012920132.1,PLEKHG5,,,,,,,,,,,,,ENSMPUP00000006734,100,0.0,1726
XP_012920133.1,PLEKHG5,,,,,,,,,,,,,ENSMPUP00000006734,100,0.0,1856
XP_012920135.1,PLEKHG5,,,,,,,,,,,,,ENSMPUP00000006734,100,0.0,1856
XP_012920143.1,PLCH2,,,,,ENSCAFP00000028689,90.1,0.0,2411,,,,,,,,
XP_012920144.1,PLCH2,,,,,ENSCAFP00000028689,90.1,0.0,2411,,,,,,,,
XP_012920146.1,PLCH2,,,,,ENSCAFP00000028689,90.4,0.0,2407,,,,,,,,
XP_012920151.1,KCNAB2,ENSP00000367323,95.4,8.98e-283,774,,,,,,,,,,,,
XP_012920152.1,TNFRSF14,,,,,,,,,,,,,ENSMPUP00000007550,90.0,5.09e-164,461
XP_012920155.1,ACOT7,ENSP00000367086,97.8,1.22e-221,614,,,,,ENSSSCP00000003661,97.5,1.35e-219,608,ENSMPUP00000018633,98.4,5.36e-224,620
XP_012920166.1,LOC101679722,,,,,,,,,,,,,ENSMPUP00000006302,100,0.0,935
XP_012920168.1,LOC101679722,,,,,,,,,,,,,ENSMPUP00000006302,100,0.0,874
XP_012920170.1,LOC101675165,,,,,,,,,,,,,ENSMPUP00000010323,100,0.0,1017
XP_012920172.1,TOX,,,,,,,,,,,,,ENSMPUP00000010239,100,0.0,907
XP_012920178.1,LYPLA1,,,,,,,,,,,,,ENSMPUP00000010481,100,3.73e-121,349
XP_012920179.1,UBXN2B,,,,,ENSCAFP00000010519,84.8,2.38e-188,526,,,,,ENSMPUP00000010330,86.1,2.14e-191,534
XP_012920186.2,PLAG1,,,,,,,,,,,,,ENSMPUP00000010370,97.8,1.94e-216,610
XP_012920187.1,CHCHD7,,,,,,,,,,,,,ENSMPUP00000010366,100,2.73e-59,182
XP_012920189.1,RGS20,,,,,,,,,,,,,ENSMPUP00000010565,100,1.87e-160,451
XP_012920190.1,RGS20,,,,,,,,,,,,,ENSMPUP00000010565,100,9.70e-143,405
XP_012920201.1,VPS13B,,,,,,,,,,,,,ENSMPUP00000015126,99.3,0.0,7867
XP_012920207.1,NCALD,ENSP00000379256,100,5.36e-138,390,ENSCAFP00000040740,100,5.36e-138,390,ENSSSCP00000030476,100,5.36e-138,390,ENSMPUP00000015043,100,5.36e-138,390
XP_012920208.1,GRHL2,ENSP00000251808,96.2,0.0,1185,ENSCAFP00000000827,97.4,0.0,1192,ENSSSCP00000006470,95.7,0.0,1186,ENSMPUP00000015044,99.8,0.0,1221
XP_012920209.1,GRHL2,,,,,,,,,,,,,ENSMPUP00000015044,100,0.0,1226
XP_012920210.1,GRHL2,,,,,ENSCAFP00000000827,97.7,0.0,1174,ENSSSCP00000006470,96.6,0.0,1167,ENSMPUP00000015044,99.8,0.0,1190
XP_012920214.1,LOC101681118,,,,,,,,,,,,,ENSMPUP00000019623,100,5.54e-105,303
XP_012920216.1,ATP6V1C1,ENSP00000379203,99.0,4.27e-271,742,ENSCAFP00000000918,98.7,4.84e-271,743,ENSSSCP00000006464,98.4,2.03e-269,738,ENSMPUP00000015012,100,1.44e-274,751
XP_012920217.1,NIPAL2,,,,,,,,,,,,,ENSMPUP00000015139,96.9,6.19e-232,642
XP_012920232.1,RIMS2,,,,,ENSCAFP00000000950,98.6,0.0,2758,,,,,,,,
XP_012920234.1,RIMS2,,,,,,,,,,,,,ENSMPUP00000014984,92.8,0.0,2613
XP_012920244.1,OSR2,ENSP00000414657,71.1,6.53e-146,433,,,,,,,,,,,,
XP_012920245.1,OSR2,ENSP00000414657,71.1,6.53e-146,433,,,,,,,,,,,,
XP_012920246.1,OSR2,ENSP00000414657,99.0,2.58e-139,407,ENSCAFP00000000717,99.0,1.16e-140,406,ENSSSCP00000006485,99.0,8.03e-142,408,ENSMPUP00000015137,100,6.91e-143,410
XP_012920252.1,OSBPL6,ENSP00000376293,88.6,0.0,1662,ENSCAFP00000020372,90.1,0.0,1684,ENSSSCP00000019952,88.8,0.0,1675,ENSMPUP00000003154,90.4,0.0,1691
XP_012920259.1,CERKL,,,,,,,,,,,,,ENSMPUP00000002281,99.8,0.0,1075
XP_012920260.1,CERKL,,,,,,,,,,,,,ENSMPUP00000002281,85.0,0.0,878
XP_012920261.1,ITPRID2,,,,,,,,,,,,,ENSMPUP00000002272,99.7,0.0,2355
XP_012920262.1,ITPRID2,,,,,,,,,,,,,ENSMPUP00000002272,98.3,0.0,2309
XP_012920263.1,DNAJC10,,,,,ENSCAFP00000021105,97.0,0.0,1630,,,,,ENSMPUP00000002201,100,0.0,1663
XP_012920270.1,PLEKHA3,,,,,,,,,,,,,ENSMPUP00000003120,100,2.53e-162,457
XP_012920271.1,FKBP7,,,,,,,,,,,,,ENSMPUP00000003123,97.1,1.66e-119,344
XP_012920276.1,BEND5,ENSP00000360899,99.1,1.27e-230,639,ENSCAFP00000005862,98.2,1.44e-230,637,,,,,ENSMPUP00000012257,100,9.35e-233,645
XP_012920282.1,BEND5,ENSP00000360899,100,1.30e-171,486,ENSCAFP00000005862,100,1.40e-172,486,,,,,ENSMPUP00000012257,100,2.26e-172,488
XP_012920283.1,COL4A5,,,,,ENSCAFP00000026629,99.4,1.52e-153,521,,,,,ENSMPUP00000003900,100,6.19e-155,525
XP_012920284.1,ACSL4,ENSP00000339787,97.7,0.0,1415,,,,,,,,,,,,
XP_012920286.1,ACSL4,ENSP00000339787,97.9,0.0,1345,ENSCAFP00000026704,98.7,0.0,1355,ENSSSCP00000013381,97.3,0.0,1340,ENSMPUP00000003946,100,0.0,1368
XP_012920291.1,MORC4,,,,,,,,,,,,,ENSMPUP00000003708,100,0.0,1637
XP_012920292.2,AMOT,,,,,,,,,,,,,ENSMPUP00000004161,99.0,0.0,1614
XP_012920293.1,ATG4A,,,,,,,,,,,,,ENSMPUP00000003879,100,9.43e-303,823
XP_012920297.1,ATG4A,,,,,,,,,,,,,ENSMPUP00000003879,100,2.14e-240,662
XP_012920298.1,ATG4A,,,,,,,,,,,,,ENSMPUP00000003879,100,2.14e-240,662
XP_012920299.1,RBM41,,,,,,,,,,,,,ENSMPUP00000003721,95.3,0.0,917
XP_012920300.1,RBM41,,,,,,,,,,,,,ENSMPUP00000003721,94.5,5.26e-281,774
XP_012920304.1,DCX,ENSP00000337697,98.4,1.57e-248,687,ENSCAFP00000026864,99.7,2.39e-253,699,,,,,,,,
XP_012920305.1,NXT2,,,,,,,,,ENSSSCP00000013379,97.4,4.27e-76,228,ENSMPUP00000003941,100,4.97e-78,235
XP_012920306.1,CAPN6,ENSP00000317214,97.0,0.0,1142,ENSCAFP00000026850,98.7,0.0,1161,ENSSSCP00000013384,98.4,0.0,1155,ENSMPUP00000004000,100,0.0,1167
XP_012920308.1,RADX,,,,,,,,,,,,,ENSMPUP00000003659,99.5,0.0,1703
XP_012920309.1,RADX,,,,,,,,,,,,,ENSMPUP00000003659,99.9,0.0,1704
XP_012920310.1,RADX,,,,,,,,,,,,,ENSMPUP00000003659,100,0.0,1709
XP_012920317.2,FRMPD3,,,,,,,,,,,,,ENSMPUP00000003752,99.3,0.0,2880
XP_012920321.1,DPPA2,,,,,,,,,,,,,ENSMPUP00000010111,98.7,2.86e-207,575
XP_012920322.1,ALCAM,,,,,ENSCAFP00000014280,93.2,0.0,1074,,,,,ENSMPUP00000009802,94.7,0.0,1090
XP_012920324.2,BBX,,,,,ENSCAFP00000014515,94.3,0.0,1603,,,,,ENSMPUP00000009832,99.7,0.0,1647
XP_012920326.2,BBX,,,,,ENSCAFP00000014515,90.5,0.0,1558,,,,,ENSMPUP00000009832,95.6,0.0,1598
XP_012920327.2,BBX,,,,,ENSCAFP00000014515,91.4,0.0,1539,,,,,ENSMPUP00000009832,96.8,0.0,1583
XP_012920329.2,BBX,,,,,ENSCAFP00000014515,89.3,0.0,1484,,,,,ENSMPUP00000009832,94.7,0.0,1528
XP_012920330.1,CBLB,ENSP00000264122,93.1,0.0,1792,ENSCAFP00000014390,94.0,0.0,1820,,,,,ENSMPUP00000009813,95.5,0.0,1845
XP_012920337.1,IFT57,,,,,,,,,ENSSSCP00000012722,75.1,1.85e-192,543,ENSMPUP00000009896,78.1,3.06e-198,558
XP_012920339.1,HHLA2,,,,,,,,,,,,,ENSMPUP00000009904,100,4.96e-290,791
XP_012920345.1,HHLA2,,,,,,,,,,,,,ENSMPUP00000009904,100,4.96e-290,791
XP_012920353.1,GABRB2,ENSP00000274547,99.4,0.0,1021,,,,,,,,,ENSMPUP00000013124,100,0.0,1026
XP_012920354.1,PHEX,,,,,ENSCAFP00000019648,97.3,0.0,1420,,,,,ENSMPUP00000000118,100,0.0,1452
XP_012920355.1,PCYT1B,,,,,ENSCAFP00000019864,97.6,2.51e-194,546,ENSSSCP00000012968,99.7,1.66e-195,549,ENSMPUP00000000096,99.7,1.66e-195,549
XP_012920357.1,MBTPS2,ENSP00000368798,95.6,0.0,936,ENSCAFP00000019552,95.4,0.0,936,,,,,ENSMPUP00000000129,100,0.0,944
XP_012920360.1,CUNHXorf58,,,,,,,,,,,,,ENSMPUP00000000104,98.4,2.77e-260,715
XP_012920361.1,CUNHXorf58,,,,,,,,,,,,,ENSMPUP00000000104,98.4,2.77e-260,715
XP_044918613.1,SRI,ENSP00000265729,99.0,3.10e-144,406,,,,,ENSSSCP00000016223,98.5,6.22e-142,400,,,,
XP_044918614.1,CFAP69,,,,,ENSCAFP00000002757,95.0,0.0,1679,,,,,ENSMPUP00000018201,94.7,0.0,1659
XP_044918615.1,CFAP69,,,,,ENSCAFP00000002757,94.0,0.0,1727,,,,,ENSMPUP00000018201,95.0,0.0,1734
XP_044918616.1,CFAP69,,,,,ENSCAFP00000002757,93.1,0.0,1628,,,,,ENSMPUP00000018201,92.7,0.0,1607
XP_044918617.1,CFAP69,,,,,ENSCAFP00000002757,92.2,0.0,1676,,,,,ENSMPUP00000018201,93.1,0.0,1682
XP_044918618.1,CFAP69,,,,,ENSCAFP00000002757,95.3,0.0,1483,,,,,,,,
XP_044918619.1,CFAP69,,,,,ENSCAFP00000002757,95.3,0.0,1483,,,,,,,,
XP_044918620.1,CFAP69,,,,,ENSCAFP00000002757,95.3,0.0,1483,,,,,,,,
XP_044918621.1,FAM237B,,,,,,,,,,,,,ENSMPUP00000018202,100,2.70e-97,283
XP_044918622.1,GTPBP10,,,,,ENSCAFP00000002763,92.8,9.38e-260,713,,,,,,,,
XP_044918623.1,GTPBP10,,,,,,,,,,,,,ENSMPUP00000018203,100,5.45e-231,635
XP_044918624.1,CDK14,ENSP00000369390,99.4,0.0,922,ENSCAFP00000002791,99.4,0.0,924,,,,,,,,
XP_044918625.1,CDK14,ENSP00000369390,99.4,0.0,922,ENSCAFP00000002791,99.4,0.0,924,,,,,,,,
XP_044918626.1,CDK14,ENSP00000369390,99.3,8.41e-305,833,ENSCAFP00000002791,99.8,5.08e-306,836,ENSSSCP00000016234,98.6,4.93e-304,829,,,,
XP_044918627.1,CDK14,ENSP00000369390,99.5,3.20e-276,759,ENSCAFP00000002791,99.2,3.20e-276,759,,,,,ENSMPUP00000018204,100,2.87e-279,764
XP_044918628.1,AKAP9,,,,,,,,,,,,,ENSMPUP00000008467,98.8,0.0,3023
XP_044918629.1,LRRD1,,,,,,,,,,,,,ENSMPUP00000008431,100,2.70e-76,253
XP_044918630.1,GATAD1,ENSP00000287957,95.2,1.25e-158,448,ENSCAFP00000037159,95.7,6.26e-159,449,,,,,,,,
XP_044918631.1,RBM48,,,,,,,,,,,,,ENSMPUP00000008314,98.8,1.11e-247,681
XP_044918632.1,SAMD9L,,,,,,,,,,,,,ENSMPUP00000018936,100,0.0,3146
XP_044918633.1,VPS50,ENSP00000307666,98.4,0.0,1637,ENSCAFP00000002977,99.3,0.0,1653,,,,,ENSMPUP00000008238,100,0.0,1664
XP_044918634.1,HEPACAM2,,,,,,,,,,,,,ENSMPUP00000008258,100,0.0,937
XP_044918635.1,HEPACAM2,,,,,,,,,,,,,ENSMPUP00000008258,100,0.0,938
XP_044918636.1,HEPACAM2,,,,,,,,,,,,,ENSMPUP00000008258,100,1.89e-284,780
XP_044918637.1,LOC101676703,,,,,ENSCAFP00000036362,91.9,0.0,976,ENSSSCP00000008865,91.9,0.0,972,ENSMPUP00000007570,92.7,0.0,981
XP_044918641.1,GNGT1,,,,,,,,,ENSSSCP00000016250,98.6,1.95e-45,146,ENSMPUP00000001635,100,6.80e-46,147
XP_044918642.1,GNGT1,,,,,,,,,ENSSSCP00000016250,98.6,1.95e-45,146,ENSMPUP00000001635,100,6.80e-46,147
XP_044918643.1,CASD1,ENSP00000297273,98.0,0.0,1576,,,,,ENSSSCP00000016254,98.2,0.0,1582,,,,
XP_044918644.1,CASD1,ENSP00000297273,97.6,0.0,1410,,,,,ENSSSCP00000016254,97.8,0.0,1414,,,,
XP_044918645.1,RTN4RL2,ENSP00000335397,94.3,1.16e-194,552,,,,,,,,,,,,
XP_044918646.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,96.3,0.0,2378
XP_044918647.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,96.3,0.0,2378
XP_044918648.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,96.8,0.0,2387
XP_044918649.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,94.9,0.0,2329
XP_044918650.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,97.8,0.0,2384
XP_044918651.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,99.4,0.0,2399
XP_044918652.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,98.6,0.0,2358
XP_044918653.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,91.9,0.0,2224
XP_044918654.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,94.9,0.0,2244
XP_044918655.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,79.9,0.0,1848
XP_044918656.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,80.4,0.0,1857
XP_044918657.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,82.5,0.0,1868
XP_044918658.1,PPP1R9A,,,,,,,,,,,,,ENSMPUP00000001568,83.0,0.0,1877
XP_044918659.1,MTMR3,,,,,,,,,,,,,ENSMPUP00000013131,98.2,0.0,2312
XP_044918660.1,SLC25A13,ENSP00000400101,96.5,0.0,1256,ENSCAFP00000003177,98.0,0.0,1268,,,,,ENSMPUP00000001520,99.8,0.0,1287
XP_044918661.1,DLX6,ENSP00000428480,97.6,7.58e-156,445,,,,,,,,,,,,
XP_044918662.1,DLX6,ENSP00000428480,98.0,1.04e-156,445,,,,,,,,,,,,
XP_044918663.1,C1GALT1,,,,,,,,,,,,,ENSMPUP00000001482,96.2,7.18e-232,640
XP_044918664.1,MIOS,ENSP00000339881,99.1,0.0,1795,ENSCAFP00000003259,99.7,0.0,1803,,,,,ENSMPUP00000001426,99.3,0.0,1795
XP_044918665.1,MIOS,ENSP00000339881,99.2,0.0,1488,ENSCAFP00000003259,99.6,0.0,1493,ENSSSCP00000016270,98.8,0.0,1484,ENSMPUP00000001426,99.5,0.0,1490
XP_044918666.1,ICA1,,,,,,,,,,,,,ENSMPUP00000001397,100,0.0,1002
XP_044918667.1,SMTNL1,,,,,,,,,,,,,ENSMPUP00000000253,88.5,1.24e-215,609
XP_044918668.1,ICA1,,,,,,,,,,,,,ENSMPUP00000001397,99.8,0.0,996
XP_044918669.1,ICA1,,,,,,,,,,,,,ENSMPUP00000001397,99.8,0.0,996
XP_044918670.1,NXPH1,ENSP00000384551,99.3,2.84e-199,551,ENSCAFP00000035064,98.9,1.64e-198,549,,,,,,,,
XP_044918671.1,PHF14,,,,,,,,,,,,,ENSMPUP00000014037,98.6,0.0,1679
XP_044918672.1,PHF14,,,,,,,,,,,,,ENSMPUP00000014037,98.7,0.0,1684
XP_044918673.1,PHF14,,,,,,,,,,,,,ENSMPUP00000014037,97.8,0.0,1659
XP_044918674.1,PHF14,ENSP00000385795,96.5,0.0,1535,,,,,ENSSSCP00000020383,97.0,0.0,1546,ENSMPUP00000014037,98.7,0.0,1574
XP_044918675.1,PHF14,ENSP00000385795,96.5,0.0,1429,,,,,ENSSSCP00000020383,96.9,0.0,1440,ENSMPUP00000014037,98.6,0.0,1467
XP_044918676.1,PHF14,ENSP00000385795,96.4,0.0,1319,,,,,ENSSSCP00000020383,96.6,0.0,1329,ENSMPUP00000014037,98.5,0.0,1356
XP_044918677.1,VWDE,,,,,,,,,,,,,ENSMPUP00000013953,100,0.0,3062
XP_044918678.1,ETV1,ENSP00000405327,98.7,0.0,960,ENSCAFP00000003400,99.8,0.0,971,ENSSSCP00000027913,98.7,0.0,957,ENSMPUP00000013937,100,0.0,972
XP_044918679.1,ANKMY2,,,,,,,,,,,,,ENSMPUP00000013904,93.4,2.16e-263,726
XP_044918680.1,LOC101682237,,,,,,,,,,,,,ENSMPUP00000019172,100,5.21e-126,358
XP_044918681.1,SNX13,,,,,,,,,ENSSSCP00000027899,97.2,0.0,1828,ENSMPUP00000013853,98.4,0.0,1846
XP_044918682.1,SNX13,ENSP00000398789,97.3,0.0,1817,,,,,ENSSSCP00000027899,98.3,0.0,1836,ENSMPUP00000013853,99.5,0.0,1854
XP_044918683.1,SNX13,,,,,,,,,ENSSSCP00000027899,91.8,0.0,1728,ENSMPUP00000013853,92.8,0.0,1745
XP_044918684.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918685.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918686.1,HDAC9,ENSP00000408617,97.1,0.0,1921,ENSCAFP00000003650,98.4,0.0,1948,,,,,ENSMPUP00000013847,99.8,0.0,1977
XP_044918687.1,HDAC9,ENSP00000408617,96.5,0.0,1917,ENSCAFP00000003650,97.8,0.0,1943,,,,,ENSMPUP00000013847,99.3,0.0,1972
XP_044918688.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918689.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918690.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918691.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918692.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918693.1,HDAC9,ENSP00000408617,97.3,0.0,1930,ENSCAFP00000003650,98.6,0.0,1956,,,,,ENSMPUP00000013847,100,0.0,1985
XP_044918694.1,HDAC9,ENSP00000408617,93.2,0.0,1830,ENSCAFP00000003650,94.5,0.0,1856,,,,,ENSMPUP00000013847,95.9,0.0,1885
