protein,gene_id,orth_id,pident,evalue,score
XP_044918628.1,AKAP9,ENSMPUP00000008467,98.8,0.0,3023
XP_044918629.1,LRRD1,ENSMPUP00000008431,100,2.70e-76,253
XP_044918631.1,RBM48,ENSMPUP00000008314,98.8,1.11e-247,681
XP_044918632.1,SAMD9L,ENSMPUP00000018936,100,0.0,3146
XP_044918633.1,VPS50,ENSMPUP00000008238,100,0.0,1664
XP_044918634.1,HEPACAM2,ENSMPUP00000008258,100,0.0,937
XP_044918635.1,HEPACAM2,ENSMPUP00000008258,100,0.0,938
XP_044918636.1,HEPACAM2,ENSMPUP00000008258,100,1.89e-284,780
XP_044918637.1,LOC101676703,ENSMPUP00000007570,92.7,0.0,981
XP_044918641.1,GNGT1,ENSMPUP00000001635,100,6.80e-46,147
XP_044918642.1,GNGT1,ENSMPUP00000001635,100,6.80e-46,147
XP_044918646.1,PPP1R9A,ENSMPUP00000001568,96.3,0.0,2378
XP_044918647.1,PPP1R9A,ENSMPUP00000001568,96.3,0.0,2378
XP_044918648.1,PPP1R9A,ENSMPUP00000001568,96.8,0.0,2387
XP_044918649.1,PPP1R9A,ENSMPUP00000001568,94.9,0.0,2329
XP_044918650.1,PPP1R9A,ENSMPUP00000001568,97.8,0.0,2384
XP_044918651.1,PPP1R9A,ENSMPUP00000001568,99.4,0.0,2399
XP_044918652.1,PPP1R9A,ENSMPUP00000001568,98.6,0.0,2358
XP_044918653.1,PPP1R9A,ENSMPUP00000001568,91.9,0.0,2224
XP_044918654.1,PPP1R9A,ENSMPUP00000001568,94.9,0.0,2244
XP_044918655.1,PPP1R9A,ENSMPUP00000001568,79.9,0.0,1848
XP_044918656.1,PPP1R9A,ENSMPUP00000001568,80.4,0.0,1857
XP_044918657.1,PPP1R9A,ENSMPUP00000001568,82.5,0.0,1868
XP_044918658.1,PPP1R9A,ENSMPUP00000001568,83.0,0.0,1877
XP_044918659.1,MTMR3,ENSMPUP00000013131,98.2,0.0,2312
XP_044918660.1,SLC25A13,ENSMPUP00000001520,99.8,0.0,1287
XP_044918663.1,C1GALT1,ENSMPUP00000001482,96.2,7.18e-232,640
XP_044918664.1,MIOS,ENSMPUP00000001426,99.3,0.0,1795
XP_044918665.1,MIOS,ENSMPUP00000001426,99.5,0.0,1490
XP_044918666.1,ICA1,ENSMPUP00000001397,100,0.0,1002
XP_044918667.1,SMTNL1,ENSMPUP00000000253,88.5,1.24e-215,609
XP_044918668.1,ICA1,ENSMPUP00000001397,99.8,0.0,996
XP_044918669.1,ICA1,ENSMPUP00000001397,99.8,0.0,996
XP_044918671.1,PHF14,ENSMPUP00000014037,98.6,0.0,1679
XP_044918672.1,PHF14,ENSMPUP00000014037,98.7,0.0,1684
XP_044918673.1,PHF14,ENSMPUP00000014037,97.8,0.0,1659
XP_044918674.1,PHF14,ENSMPUP00000014037,98.7,0.0,1574
XP_044918675.1,PHF14,ENSMPUP00000014037,98.6,0.0,1467
XP_044918676.1,PHF14,ENSMPUP00000014037,98.5,0.0,1356
XP_044918677.1,VWDE,ENSMPUP00000013953,100,0.0,3062
XP_044918678.1,ETV1,ENSMPUP00000013937,100,0.0,972
XP_044918679.1,ANKMY2,ENSMPUP00000013904,93.4,2.16e-263,726
XP_044918680.1,LOC101682237,ENSMPUP00000019172,100,5.21e-126,358
XP_044918681.1,SNX13,ENSMPUP00000013853,98.4,0.0,1846
XP_044918682.1,SNX13,ENSMPUP00000013853,99.5,0.0,1854
XP_044918683.1,SNX13,ENSMPUP00000013853,92.8,0.0,1745
XP_044918684.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918685.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918686.1,HDAC9,ENSMPUP00000013847,99.8,0.0,1977
XP_044918687.1,HDAC9,ENSMPUP00000013847,99.3,0.0,1972
XP_044918688.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918689.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918690.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918691.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918692.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918693.1,HDAC9,ENSMPUP00000013847,100,0.0,1985
XP_044918694.1,HDAC9,ENSMPUP00000013847,95.9,0.0,1885
XP_044918695.1,HDAC9,ENSMPUP00000013847,95.1,0.0,1872
XP_044918701.1,ZDHHC5,ENSMPUP00000000271,100,0.0,1250
XP_044918703.1,SP4,ENSMPUP00000013807,100,0.0,899
XP_044918704.1,DNAH11,ENSMPUP00000013504,97.4,0.0,5038
XP_044918705.1,LOC123387016,ENSMPUP00000004901,96.4,2.63e-36,122
XP_044918706.1,TOMM7,ENSMPUP00000013486,100,2.09e-34,117
XP_044918707.1,KLHL7,ENSMPUP00000013477,99.8,0.0,889
XP_044918708.1,TMX2,ENSMPUP00000000276,97.1,5.67e-140,400
XP_044918709.1,KLHL7,ENSMPUP00000013477,99.8,0.0,887
XP_044918710.1,NUP42,ENSMPUP00000013445,100,7.97e-176,500
XP_044918711.1,NUP42,ENSMPUP00000013445,100,7.97e-176,500
XP_044918712.1,NUP42,ENSMPUP00000013445,82.7,6.05e-143,415
XP_044918713.1,IGF2BP3,ENSMPUP00000013424,98.7,0.0,885
XP_044918715.1,TRA2A,ENSMPUP00000013378,100,9.38e-86,260
XP_044918716.1,TRA2A,ENSMPUP00000013378,100,9.38e-86,260
XP_044918717.1,TRA2A,ENSMPUP00000013378,100,9.38e-86,260
XP_044918718.1,CCDC126,ENSMPUP00000013375,100,6.38e-88,259
XP_044918719.1,CCDC126,ENSMPUP00000013375,100,6.38e-88,259
XP_044918721.1,CCDC126,ENSMPUP00000013375,100,6.38e-88,259
XP_044918722.1,CCDC126,ENSMPUP00000013375,100,6.38e-88,259
XP_044918723.1,CCDC126,ENSMPUP00000013375,100,6.38e-88,259
XP_044918724.1,PALS2,ENSMPUP00000013334,100,0.0,1106
XP_044918725.1,PALS2,ENSMPUP00000013334,100,0.0,1106
XP_044918726.1,PALS2,ENSMPUP00000013334,97.5,0.0,1066
XP_044918727.1,GSDME,ENSMPUP00000013328,100,0.0,953
XP_044918728.1,GSDME,ENSMPUP00000013328,94.4,0.0,948
XP_044918729.1,OSBPL3,ENSMPUP00000013323,100,0.0,1683
XP_044918730.1,HNRNPA2B1,ENSMPUP00000004519,99.7,1.25e-202,566
XP_044918731.1,HNRNPA2B1,ENSMPUP00000004519,99.7,1.25e-202,566
XP_044918732.1,HNRNPA2B1,ENSMPUP00000004519,99.7,1.25e-202,566
XP_044918733.1,HNRNPA2B1,ENSMPUP00000004519,99.7,1.25e-202,566
XP_044918734.1,HNRNPA2B1,ENSMPUP00000004519,100,3.20e-195,547
XP_044918735.1,HNRNPA2B1,ENSMPUP00000016906,100,1.36e-167,474
XP_044918736.1,CBX3,ENSMPUP00000018538,98.4,6.30e-123,351
XP_044918737.1,CBX3,ENSMPUP00000018538,98.4,6.30e-123,351
XP_044918738.1,CBX3,ENSMPUP00000018538,98.4,6.30e-123,351
XP_044918739.1,CBX3,ENSMPUP00000018538,98.3,1.06e-116,335
XP_044918740.1,CBX3,ENSMPUP00000018538,98.3,1.06e-116,335
XP_044918741.1,SNX10,ENSMPUP00000004649,100,4.63e-108,313
XP_044918742.1,HOXA3,ENSMPUP00000004690,100,9.84e-273,751
XP_044918743.1,HOXA3,ENSMPUP00000004690,100,9.84e-273,751
XP_044918744.1,HOXA3,ENSMPUP00000004690,100,9.84e-273,751
XP_044918745.1,HOXA3,ENSMPUP00000004690,100,9.84e-273,751
XP_044918746.1,CTNND1,ENSMPUP00000000294,99.9,0.0,1901
XP_044918747.1,HOXA7,ENSMPUP00000004750,100,7.19e-134,382
XP_044918748.1,HOXA11,ENSMPUP00000004783,81.6,1.67e-167,473
XP_044918749.1,MRPL1,ENSMPUP00000006740,99.2,2.03e-182,514
XP_044918764.1,CPVL,ENSMPUP00000004871,87.2,1.89e-308,842
XP_044918765.1,CHN2,ENSMPUP00000004883,100,0.0,995
XP_044918767.1,CTNND1,ENSMPUP00000000294,97.8,0.0,1802
XP_044918774.1,CTNND1,ENSMPUP00000000294,97.6,0.0,1801
XP_044918781.1,CRHR2,ENSMPUP00000005091,100,0.0,904
XP_044918783.1,MINDY4,ENSMPUP00000005106,98.7,0.0,1464
XP_044918785.1,ADCYAP1R1,ENSMPUP00000005305,94.7,0.0,1001
XP_044918786.1,ADCYAP1R1,ENSMPUP00000005305,94.5,0.0,1002
XP_044918788.1,PDE1C,ENSMPUP00000005383,100,0.0,1230
XP_044918789.1,PDE1C,ENSMPUP00000005383,99.4,0.0,1111
XP_044918790.1,PDE1C,ENSMPUP00000005383,99.8,0.0,1079
XP_044918791.1,LSM5,ENSMPUP00000005417,100,4.17e-36,126
XP_044918792.1,AVL9,ENSMPUP00000005427,100,0.0,1123
XP_044918793.1,AVL9,ENSMPUP00000005427,100,0.0,1123
XP_044918794.1,AVL9,ENSMPUP00000005427,99.7,0.0,1159
XP_044918795.1,BBS9,ENSMPUP00000005532,98.7,0.0,1397
XP_044918796.1,KBTBD2,ENSMPUP00000005441,100,0.0,1270
XP_044918798.1,NT5C3A,ENSMPUP00000005505,100,3.62e-215,593
XP_044918799.1,NT5C3A,ENSMPUP00000005505,100,4.44e-206,570
XP_044918801.1,BMPER,ENSMPUP00000005567,100,0.0,1358
XP_044918802.1,BMPER,ENSMPUP00000005567,100,0.0,1358
XP_044918803.1,BMPER,ENSMPUP00000005567,100,0.0,1259
XP_044918807.1,HERPUD2,ENSMPUP00000007800,100,2.27e-257,709
XP_044918808.1,SEPTIN7,ENSMPUP00000007789,100,1.66e-280,770
XP_044918809.1,SEPTIN7,ENSMPUP00000007789,100,7.03e-281,771
XP_044918810.1,KIAA0895,ENSMPUP00000007778,90.4,0.0,900
XP_044918811.1,AOAH,ENSMPUP00000007753,99.7,0.0,1189
XP_044918812.1,AOAH,ENSMPUP00000007753,99.7,0.0,1189
XP_044918813.1,AOAH,ENSMPUP00000007753,99.7,0.0,1189
XP_044918816.1,GLYAT,ENSMPUP00000000316,100,1.04e-221,611
XP_044918817.1,GPR141,ENSMPUP00000018631,100,2.16e-209,579
XP_044918818.1,DNAJB9,ENSMPUP00000007735,100,5.04e-155,435
XP_044918819.1,ZNF277,ENSMPUP00000007689,99.8,0.0,925
XP_044918820.1,ZNF277,ENSMPUP00000007689,99.7,5.94e-288,788
XP_044918821.1,IFRD1,ENSMPUP00000007677,100,1.89e-286,785
XP_044918822.1,IFRD1,ENSMPUP00000007677,100,1.89e-286,785
XP_044918823.1,IFRD1,ENSMPUP00000007677,98.9,4.17e-252,696
XP_044918825.1,TMEM168,ENSMPUP00000007668,100,0.0,1400
XP_044918826.1,TMEM168,ENSMPUP00000007668,100,0.0,1400
XP_044918827.1,LOC101681854,ENSMPUP00000018625,100,1.01e-91,268
XP_044918833.1,LOC101672241,ENSMPUP00000000325,100,1.18e-219,605
XP_044918836.1,TFEC,ENSMPUP00000007190,100,5.47e-239,659
XP_044918838.1,LOC123386963,ENSMPUP00000000325,100,1.79e-194,540
XP_044918839.1,CAV2,ENSMPUP00000007174,100,4.94e-27,104
XP_044918846.1,CFTR,ENSMPUP00000007081,99.9,0.0,2675
XP_044918847.1,CTTNBP2,ENSMPUP00000007067,100,0.0,2355
XP_044918848.1,CTTNBP2,ENSMPUP00000007067,100,0.0,1664
XP_044918849.1,LOC101683119,ENSMPUP00000015232,98.8,1.87e-185,514
XP_044918851.1,CPED1,ENSMPUP00000006932,94.2,0.0,1946
XP_044918852.1,CPED1,ENSMPUP00000006932,95.6,0.0,1955
XP_044918853.1,CPED1,ENSMPUP00000006932,92.7,0.0,1523
XP_044918854.1,CPED1,ENSMPUP00000006932,92.7,0.0,1523
XP_044918876.1,DTX4,ENSMPUP00000000336,99.8,0.0,1015
XP_044918878.1,IQUB,ENSMPUP00000006763,100,0.0,1568
XP_044918879.1,IQUB,ENSMPUP00000006763,100,0.0,1444
XP_044918880.1,LIF,ENSMPUP00000013116,100,1.31e-147,415
XP_044918881.1,POT1,ENSMPUP00000006699,100,0.0,1290
XP_044918882.1,LOC123387039,ENSMPUP00000011295,98.6,3.57e-261,715
XP_044918883.1,GRM8,ENSMPUP00000006686,100,0.0,1832
XP_044918884.1,ZNF800,ENSMPUP00000006677,100,0.0,1287
XP_044918885.1,ZNF800,ENSMPUP00000006677,100,0.0,1287
XP_044918886.1,ZNF800,ENSMPUP00000006677,95.2,0.0,1206
XP_044918887.1,ZNF800,ENSMPUP00000006677,100,0.0,1287
XP_044918888.1,ZNF800,ENSMPUP00000006677,100,0.0,1287
XP_044918889.1,FSCN3,ENSMPUP00000006585,100,0.0,1058
XP_044918891.1,IMPDH1,ENSMPUP00000006425,100,0.0,935
XP_044918892.1,FAM71F1,ENSMPUP00000006348,100,3.66e-204,570
XP_044918893.1,FAM71F1,ENSMPUP00000006348,100,3.66e-204,570
XP_044918894.1,FAM71F1,ENSMPUP00000006348,99.3,9.25e-202,563
XP_044918895.1,FAM71F1,ENSMPUP00000006348,100,2.09e-248,681
XP_044918896.1,CCDC136,ENSMPUP00000006251,96.8,0.0,1516
XP_044918897.1,CCDC136,ENSMPUP00000006251,100,0.0,1531
XP_044918898.1,CCDC136,ENSMPUP00000006251,100,0.0,1599
XP_044918899.1,CCDC136,ENSMPUP00000006251,96.5,0.0,1356
XP_044918900.1,CCDC136,ENSMPUP00000006251,99.0,0.0,1207
XP_044918901.1,CCDC136,ENSMPUP00000006251,99.8,5.61e-266,768
XP_044918902.1,LOC101690780,ENSMPUP00000006064,81.7,0.0,3328
XP_044918903.1,IRF5,ENSMPUP00000005983,96.7,0.0,1023
XP_044918904.1,IRF5,ENSMPUP00000005983,96.7,0.0,1023
XP_044918905.1,TSPAN33,ENSMPUP00000005845,99.6,8.44e-200,553
XP_044918906.1,TSPAN33,ENSMPUP00000005845,99.3,4.49e-197,546
XP_044918908.1,SMKR1,ENSMPUP00000005392,100,2.45e-40,133
XP_044918909.1,SMKR1,ENSMPUP00000005392,100,2.45e-40,133
XP_044918910.1,SMKR1,ENSMPUP00000005392,100,2.45e-40,133
XP_044918920.1,LOC101685034,ENSMPUP00000018621,98.4,1.40e-87,257
XP_044918921.1,UBE2H,ENSMPUP00000005271,100,1.95e-102,298
XP_044918925.1,CEP41,ENSMPUP00000005056,100,6.28e-237,654
XP_044918926.1,COPG2,ENSMPUP00000005028,99.9,0.0,1492
XP_044918927.1,CBLIF,ENSMPUP00000014455,91.0,7.00e-272,747
XP_044918928.1,MKLN1,ENSMPUP00000005011,100,0.0,1474
XP_044918930.1,PLXNA4,ENSMPUP00000004404,99.3,0.0,3799
XP_044918931.1,PLXNA4,ENSMPUP00000004404,99.8,0.0,924
XP_044918932.1,TCN1,ENSMPUP00000014451,99.5,1.39e-313,854
XP_044918936.1,LIF,ENSMPUP00000013116,100,1.31e-147,415
XP_044918937.1,BPGM,ENSMPUP00000004298,100,8.77e-193,534
XP_044918938.1,AGBL3,ENSMPUP00000004231,100,6.85e-122,374
XP_044918939.1,WDR91,ENSMPUP00000004083,100,0.0,994
XP_044918940.1,LOC101693604,ENSMPUP00000004070,90.8,0.0,941
XP_044918941.1,LOC101693604,ENSMPUP00000004070,90.8,0.0,941
XP_044918942.1,TMEM140,ENSMPUP00000018620,100,2.47e-125,357
XP_044918943.1,TMEM140,ENSMPUP00000018620,100,2.47e-125,357
XP_044918944.1,TMEM140,ENSMPUP00000018620,100,2.47e-125,357
XP_044918945.1,TMEM140,ENSMPUP00000018620,100,2.47e-125,357
XP_044918946.1,CYREN,ENSMPUP00000004203,100,5.03e-100,292
XP_044918947.1,NUP205,ENSMPUP00000004035,100,0.0,3605
XP_044918948.1,CHRM2,ENSMPUP00000004003,100,0.0,900
XP_044918956.1,ATP6V0A4,ENSMPUP00000003814,100,0.0,1645
XP_044918957.1,ATP6V0A4,ENSMPUP00000003814,100,0.0,1645
XP_044918958.1,ATP6V0A4,ENSMPUP00000003814,100,0.0,1645
XP_044918959.1,ATP6V0A4,ENSMPUP00000003814,100,0.0,1645
XP_044918960.1,ATP6V0A4,ENSMPUP00000003814,100,0.0,1645
XP_044918961.1,ATP6V0A4,ENSMPUP00000003814,100,0.0,1645
XP_044918963.1,TTC26,ENSMPUP00000003758,100,0.0,1111
XP_044918964.1,LOC101672508,ENSMPUP00000014423,100,1.99e-94,277
XP_044918965.1,TTC26,ENSMPUP00000003758,100,0.0,946
XP_044918970.1,LOC101672508,ENSMPUP00000014423,100,1.88e-95,279
XP_044918974.1,LOC101672508,ENSMPUP00000014423,87.8,1.27e-76,231
XP_044918975.1,LOC101680623,ENSMPUP00000003737,100,1.86e-158,460
XP_044918976.1,LOC101680623,ENSMPUP00000003737,100,1.86e-158,460
XP_044918977.1,LOC101680623,ENSMPUP00000003737,100,6.15e-131,388
XP_044918981.1,HIPK2,ENSMPUP00000003715,97.4,0.0,1858
XP_044918982.1,HIPK2,ENSMPUP00000003715,97.3,0.0,1855
XP_044918983.1,HIPK2,ENSMPUP00000003715,100,0.0,1874
XP_044918984.1,HIPK2,ENSMPUP00000003715,99.9,0.0,1870
XP_044918985.1,HIPK2,ENSMPUP00000003715,97.7,0.0,2137
XP_044918986.1,HIPK2,ENSMPUP00000003715,100,0.0,2153
XP_044918987.1,HIPK2,ENSMPUP00000003715,97.6,0.0,2133
XP_044918988.1,HIPK2,ENSMPUP00000003715,99.9,0.0,2149
XP_044918991.1,TBXAS1,ENSMPUP00000003707,100,4.74e-297,818
XP_044918992.1,KDM7A,ENSMPUP00000003537,100,0.0,1764
XP_044918993.1,SLC37A3,ENSMPUP00000003437,100,0.0,976
XP_044918994.1,SLC37A3,ENSMPUP00000003437,100,0.0,976
XP_044918995.1,SLC37A3,ENSMPUP00000003437,100,0.0,976
XP_044918996.1,SLC37A3,ENSMPUP00000003437,100,0.0,976
XP_044918997.1,SLC37A3,ENSMPUP00000003437,100,0.0,976
XP_044918998.1,SLC37A3,ENSMPUP00000003437,100,0.0,976
XP_044918999.1,RAB19,ENSMPUP00000003431,100,4.17e-156,437
XP_044919000.1,MKRN1,ENSMPUP00000003422,98.1,2.97e-282,776
XP_044919001.1,MKRN1,ENSMPUP00000003422,100,3.44e-263,726
XP_044919002.1,MKRN1,ENSMPUP00000003422,100,3.38e-292,798
XP_044919003.1,MKRN1,ENSMPUP00000003422,100,3.38e-292,798
XP_044919004.1,MKRN1,ENSMPUP00000003422,100,3.38e-292,798
XP_044919005.1,DENND2A,ENSMPUP00000003410,100,0.0,2112
XP_044919008.1,BRAF,ENSMPUP00000003381,97.7,0.0,1377
XP_044919009.1,BRAF,ENSMPUP00000003381,97.7,0.0,1377
XP_044919014.1,AGK,ENSMPUP00000003352,100,7.09e-312,848
XP_044919015.1,AGK,ENSMPUP00000003352,100,7.09e-312,848
XP_044919016.1,MGAM,ENSMPUP00000002987,99.0,0.0,3593
XP_044919017.1,MGAM,ENSMPUP00000002987,99.0,0.0,3593
XP_044919018.1,MGAM,ENSMPUP00000002987,99.0,0.0,3593
XP_044919020.1,CLEC5A,ENSMPUP00000003189,84.2,1.12e-109,317
XP_044919021.1,LOC123387053,ENSMPUP00000008525,94.3,7.64e-174,486
XP_044919022.1,LOC101670962,ENSMPUP00000008525,82.9,2.60e-153,433
XP_044919023.1,LOC101694281,ENSMPUP00000014396,80.8,8.17e-149,423
XP_044919024.1,EPHB6,ENSMPUP00000008414,100,0.0,1468
XP_044919034.1,MS4A13,ENSMPUP00000014383,100,1.76e-102,298
XP_044919035.1,CASP2,ENSMPUP00000006916,86.9,8.31e-277,760
XP_044919036.1,CLCN1,ENSMPUP00000006924,100,0.0,1477
XP_044919037.1,FAM131B,ENSMPUP00000006945,100,2.67e-254,699
XP_044919038.1,FAM131B,ENSMPUP00000006945,96.6,1.72e-240,664
XP_044919039.1,FAM131B,ENSMPUP00000006945,100,6.06e-239,659
XP_044919040.1,ZYX,ENSMPUP00000006949,100,0.0,900
XP_044919041.1,ZYX,ENSMPUP00000006949,100,0.0,900
XP_044919042.1,MS4A13,ENSMPUP00000014383,100,1.56e-102,298
XP_044919043.1,TCAF2,ENSMPUP00000006971,100,0.0,1880
XP_044919044.1,TCAF2,ENSMPUP00000006971,100,0.0,1880
XP_044919045.1,TCAF2,ENSMPUP00000006971,100,0.0,1880
XP_044919047.1,ARHGEF5,ENSMPUP00000007001,100,0.0,3011
XP_044919048.1,ARHGEF5,ENSMPUP00000007001,100,0.0,3011
XP_044919049.1,ARHGEF5,ENSMPUP00000007001,87.4,0.0,2571
XP_044919050.1,TPK1,ENSMPUP00000007047,100,9.77e-150,424
XP_044919051.1,TPK1,ENSMPUP00000007047,100,1.24e-179,499
XP_044919052.1,MS4A13,ENSMPUP00000014383,100,6.05e-68,208
XP_044919053.1,MS4A13,ENSMPUP00000014383,100,5.36e-68,208
XP_044919054.1,MS4A13,ENSMPUP00000014383,100,1.48e-65,201
XP_044919055.1,ZP1,ENSMPUP00000014327,98.5,5.93e-186,531
XP_044919056.1,LOC123387164,ENSMPUP00000002064,97.4,1.70e-293,805
XP_044919057.1,LOC106007285,ENSMPUP00000002896,96.0,2.92e-129,373
XP_044919058.1,LOC101690996,ENSMPUP00000010858,99.3,3.03e-91,280
XP_044919059.1,LOC123387166,ENSMPUP00000010858,100,2.48e-60,199
XP_044919060.1,LOC101683423,ENSMPUP00000019061,99.2,1.31e-72,219
XP_044919061.1,LOC101688428,ENSMPUP00000016627,89.2,9.51e-144,412
XP_044919062.1,FABP12,ENSMPUP00000001786,100,9.30e-94,274
XP_044919063.1,FABP12,ENSMPUP00000001786,100,9.30e-94,274
XP_044919067.1,LOC123387175,ENSMPUP00000010858,100,8.28e-128,379
XP_044919072.1,TMEM109,ENSMPUP00000014318,100,1.79e-160,452
XP_044919073.1,OTUD6B,ENSMPUP00000009117,99.1,3.61e-221,611
XP_044919075.1,DECR1,ENSMPUP00000010928,100,1.56e-221,612
XP_044919076.1,DECR1,ENSMPUP00000010928,100,2.68e-201,559
XP_044919077.1,RIPK2,ENSMPUP00000010871,99.5,2.29e-285,785
XP_044919078.1,MMP16,ENSMPUP00000010864,99.6,0.0,945
XP_044919080.1,WWP1,ENSMPUP00000010719,99.8,0.0,1690
XP_044919081.1,WWP1,ENSMPUP00000010719,99.8,0.0,1690
XP_044919082.1,WWP1,ENSMPUP00000010719,99.6,0.0,1681
XP_044919083.1,WWP1,ENSMPUP00000010719,99.7,0.0,1234
XP_044919087.1,CD6,ENSMPUP00000014275,84.8,0.0,1075
XP_044919088.1,CA2,ENSMPUP00000010693,99.3,1.40e-101,299
XP_044919089.1,CA13,ENSMPUP00000010684,87.8,3.51e-162,455
XP_044919092.1,LRRCC1,ENSMPUP00000010658,100,0.0,1245
XP_044919094.1,ZFAND1,ENSMPUP00000001780,100,1.33e-110,322
XP_044919097.1,CASTOR1,ENSMPUP00000013104,99.6,4.46e-191,533
XP_044919098.1,LOC101687018,ENSMPUP00000018633,99.1,2.50e-238,657
XP_044919101.1,PAG1,ENSMPUP00000001796,96.4,3.36e-298,816
XP_044919102.1,PAG1,ENSMPUP00000001796,96.4,3.36e-298,816
XP_044919103.1,PAG1,ENSMPUP00000001796,96.4,3.36e-298,816
XP_044919104.1,PAG1,ENSMPUP00000001796,96.4,3.36e-298,816
XP_044919105.1,PAG1,ENSMPUP00000001796,100,4.06e-304,830
XP_044919107.1,PAG1,ENSMPUP00000001796,100,2.30e-261,719
XP_044919109.1,ZBTB10,ENSMPUP00000001803,96.0,0.0,1240
XP_044919111.1,TPD52,ENSMPUP00000001805,100,3.71e-126,363
XP_044919112.1,TPD52,ENSMPUP00000001805,98.8,4.41e-101,297
XP_044919113.1,TPD52,ENSMPUP00000001805,100,2.12e-126,363
XP_044919114.1,LOC101690827,ENSMPUP00000001836,89.9,2.23e-121,348
XP_044919115.1,STMN2,ENSMPUP00000019817,99.4,2.10e-110,319
XP_044919118.1,VWCE,ENSMPUP00000014180,99.9,0.0,1600
XP_044919120.1,ZFHX4,ENSMPUP00000010016,98.7,0.0,6294
XP_044919121.1,ZFHX4,ENSMPUP00000010016,99.4,0.0,6308
XP_044919122.1,HNF4G,ENSMPUP00000010064,100,0.0,907
XP_044919123.1,HNF4G,ENSMPUP00000010064,100,2.14e-295,809
XP_044919125.1,GDAP1,ENSMPUP00000010093,100,8.61e-170,479
XP_044919127.1,STAU2,ENSMPUP00000010146,100,0.0,1181
XP_044919128.1,STAU2,ENSMPUP00000010146,100,0.0,989
XP_044919134.1,TERF1,ENSMPUP00000010176,93.6,1.33e-280,771
XP_044919135.1,TERF1,ENSMPUP00000010176,89.3,6.14e-265,730
XP_044919136.1,TERF1,ENSMPUP00000010176,82.2,2.08e-234,652
XP_044919137.1,TERF1,ENSMPUP00000010176,77.9,9.41e-219,611
XP_044919138.1,EYA1,ENSMPUP00000010517,99.5,0.0,1129
XP_044919139.1,EYA1,ENSMPUP00000010517,99.0,0.0,1118
XP_044919140.1,EYA1,ENSMPUP00000010517,98.7,0.0,1110
XP_044919141.1,EYA1,ENSMPUP00000010517,99.8,0.0,1010
XP_044919142.1,EYA1,ENSMPUP00000010517,99.8,1.57e-314,866
XP_044919150.1,NCOA2,ENSMPUP00000010544,100,0.0,2301
XP_044919151.1,SULF1,ENSMPUP00000010556,100,0.0,1774
XP_044919152.1,SULF1,ENSMPUP00000010556,100,0.0,1774
XP_044919153.1,SULF1,ENSMPUP00000010556,100,0.0,1774
XP_044919154.1,SULF1,ENSMPUP00000010556,100,0.0,1774
XP_044919155.1,SULF1,ENSMPUP00000010556,100,0.0,1774
XP_044919170.1,LOC123387191,ENSMPUP00000001712,91.2,0.0,1043
XP_044919178.1,CPSF7,ENSMPUP00000014056,99.7,3.96e-183,524
XP_044919179.1,LOC101683700,ENSMPUP00000013110,94.9,2.81e-53,170
XP_044919180.1,EFCC1,ENSMPUP00000017193,93.9,0.0,948
XP_044919182.1,TMEM216,ENSMPUP00000014062,99.2,1.87e-81,245
XP_044919183.1,CNTN3,ENSMPUP00000016905,100,0.0,2047
XP_044919184.1,TMEM216,ENSMPUP00000014062,99.3,1.37e-85,254
XP_044919185.1,LOC106003406,ENSMPUP00000007248,96.0,0.0,1117
XP_044919187.1,LOC101681546,ENSMPUP00000003487,88.7,1.27e-56,176
XP_044919188.1,LOC123387231,ENSMPUP00000019979,100,8.03e-128,365
XP_044919189.1,SETD5,ENSMPUP00000016959,97.8,0.0,2582
XP_044919190.1,SETD5,ENSMPUP00000016959,97.8,0.0,2582
XP_044919191.1,SETD5,ENSMPUP00000016959,97.8,0.0,2582
XP_044919192.1,SETD5,ENSMPUP00000016959,97.8,0.0,2582
XP_044919193.1,SETD5,ENSMPUP00000016959,97.8,0.0,2587
XP_044919194.1,SETD5,ENSMPUP00000016959,97.8,0.0,2625
XP_044919195.1,SETD5,ENSMPUP00000016959,97.8,0.0,2625
XP_044919196.1,SETD5,ENSMPUP00000016959,98.6,0.0,2589
XP_044919197.1,SETD5,ENSMPUP00000016959,99.0,0.0,2594
XP_044919198.1,SETD5,ENSMPUP00000016959,96.5,0.0,2534
XP_044919199.1,SETD5,ENSMPUP00000016959,99.1,0.0,2599
XP_044919200.1,SETD5,ENSMPUP00000016959,96.5,0.0,2578
XP_044919201.1,SETD5,ENSMPUP00000016959,100,0.0,2607
XP_044919202.1,SETD5,ENSMPUP00000016959,97.7,0.0,2511
XP_044919203.1,SETD5,ENSMPUP00000016959,98.7,0.0,2559
XP_044919204.1,SETD5,ENSMPUP00000016959,97.6,0.0,2354
XP_044919209.1,LOC106005449,ENSMPUP00000016961,100,7.63e-72,215
XP_044919210.1,MTMR14,ENSMPUP00000016962,97.0,0.0,1077
